Code	Roughness  Erosion   Erosion Inferior Angle (°)  Erosion Inferior velocity (m/s)  Description
1	1	1	16	2	14	1.8	0.67	0	0	0
2	2	1	16	2	14	1.8	0.67	0	0	0
3	3	1	16	2	14	1.8	0.67	1	0	0
4	4	1	16	2	14	1.8	0.67	1	0	0
5	1	1	16	2	14	1.8	0.67	1	0	0
6	2	1	16	2	14	1.8	0.67	1	0	0
7	3	1	16	2	14	1.8	0.67	1	0	0
8	4	1	16	2	14	1.8	0.67	1	0	0
9	2	1	16	2	14	1.8	0.67	1	0	0
